Código,Reservatorio,Cota,Capacidade,Volume,VolumePercentual,DataInformacao
12172,EPITÁCIO PESSOA,,"411,69","270,974","65,82%",18/02/2008
12172,EPITÁCIO PESSOA,,"411,69","271,277","65,89%",17/02/2008
12172,EPITÁCIO PESSOA,,"411,69","271,884","66,04%",16/02/2008
12172,EPITÁCIO PESSOA,,"411,69","272,187","66,11%",15/02/2008
12172,EPITÁCIO PESSOA,,"411,69","272,491","66,19%",14/02/2008
12172,EPITÁCIO PESSOA,,"411,69","272,794","66,26%",13/02/2008
12172,EPITÁCIO PESSOA,,"411,69","273,097","66,34%",12/02/2008
12172,EPITÁCIO PESSOA,,"411,69","273,704","66,48%",11/02/2008
12172,EPITÁCIO PESSOA,,"411,69","274,007","66,56%",10/02/2008
12172,EPITÁCIO PESSOA,,"411,69","274,311","66,63%",09/02/2008
12172,EPITÁCIO PESSOA,,"411,69","274,614","66,70%",08/02/2008
12172,EPITÁCIO PESSOA,,"411,69","274,917","66,78%",07/02/2008
12172,EPITÁCIO PESSOA,,"411,69","275,221","66,85%",06/02/2008
12172,EPITÁCIO PESSOA,,"411,69","275,524","66,93%",05/02/2008
12172,EPITÁCIO PESSOA,,"411,69","276,131","67,07%",04/02/2008
12172,EPITÁCIO PESSOA,,"411,69","276,454","67,15%",03/02/2008
12172,EPITÁCIO PESSOA,,"411,69","276,778","67,23%",02/02/2008
12172,EPITÁCIO PESSOA,,"411,69","277,425","67,39%",01/02/2008
12172,EPITÁCIO PESSOA,"374,04","411,69","277,4250768","67,39%",31/01/2008
12172,EPITÁCIO PESSOA,,"411,69","277,749","67,47%",30/01/2008
12172,EPITÁCIO PESSOA,,"411,69","278,072","67,54%",29/01/2008
12172,EPITÁCIO PESSOA,,"411,69","278,396","67,62%",28/01/2008
12172,EPITÁCIO PESSOA,,"411,69","278,719","67,70%",27/01/2008
12172,EPITÁCIO PESSOA,,"411,69","279,043","67,78%",26/01/2008
12172,EPITÁCIO PESSOA,,"411,69","279,366","67,86%",25/01/2008
12172,EPITÁCIO PESSOA,,"411,69","279,69","67,94%",24/01/2008
12172,EPITÁCIO PESSOA,,"411,69","280,013","68,02%",23/01/2008
12172,EPITÁCIO PESSOA,,"411,69","280,337","68,09%",22/01/2008
12172,EPITÁCIO PESSOA,,"411,69","280,661","68,17%",21/01/2008
12172,EPITÁCIO PESSOA,,"411,69","280,984","68,25%",20/01/2008
12172,EPITÁCIO PESSOA,,"411,69","281,308","68,33%",19/01/2008
12172,EPITÁCIO PESSOA,,"411,69","281,631","68,41%",18/01/2008
12172,EPITÁCIO PESSOA,,"411,69","281,631","68,41%",17/01/2008
12172,EPITÁCIO PESSOA,,"411,69","281,955","68,49%",16/01/2008
12172,EPITÁCIO PESSOA,,"411,69","282,278","68,57%",15/01/2008
12172,EPITÁCIO PESSOA,,"411,69","282,602","68,64%",14/01/2008
12172,EPITÁCIO PESSOA,,"411,69","282,925","68,72%",13/01/2008
12172,EPITÁCIO PESSOA,,"411,69","283,249","68,80%",12/01/2008
12172,EPITÁCIO PESSOA,,"411,69","283,573","68,88%",11/01/2008
12172,EPITÁCIO PESSOA,,"411,69","284,22","69,04%",10/01/2008
12172,EPITÁCIO PESSOA,,"411,69","284,543","69,12%",09/01/2008
12172,EPITÁCIO PESSOA,,"411,69","284,867","69,19%",08/01/2008
12172,EPITÁCIO PESSOA,,"411,69","285,19","69,27%",07/01/2008
12172,EPITÁCIO PESSOA,,"411,69","285,514","69,35%",06/01/2008
12172,EPITÁCIO PESSOA,,"411,69","285,837","69,43%",05/01/2008
12172,EPITÁCIO PESSOA,,"411,69","286,485","69,59%",04/01/2008
12172,EPITÁCIO PESSOA,,"411,69","286,808","69,67%",03/01/2008
12172,EPITÁCIO PESSOA,,"411,69","287,132","69,74%",02/01/2008
12172,EPITÁCIO PESSOA,,"411,69","287,455","69,82%",01/01/2008
12172,EPITÁCIO PESSOA,"374,36","411,69","287,7787392","69,90%",31/12/2007
12172,EPITÁCIO PESSOA,,"411,69","288,426","70,06%",30/12/2007
12172,EPITÁCIO PESSOA,,"411,69","288,749","70,14%",29/12/2007
12172,EPITÁCIO PESSOA,,"411,69","288,749","70,14%",28/12/2007
12172,EPITÁCIO PESSOA,,"411,69","289,073","70,22%",27/12/2007
12172,EPITÁCIO PESSOA,,"411,69","289,396","70,29%",26/12/2007
12172,EPITÁCIO PESSOA,,"411,69","290,044","70,45%",25/12/2007
12172,EPITÁCIO PESSOA,,"411,69","290,367","70,53%",24/12/2007
12172,EPITÁCIO PESSOA,,"411,69","290,691","70,61%",23/12/2007
12172,EPITÁCIO PESSOA,,"411,69","291,014","70,69%",22/12/2007
12172,EPITÁCIO PESSOA,,"411,69","291,338","70,77%",21/12/2007
12172,EPITÁCIO PESSOA,,"411,69","291,661","70,84%",20/12/2007
12172,EPITÁCIO PESSOA,,"411,69","292,308","71,00%",19/12/2007
12172,EPITÁCIO PESSOA,,"411,69","292,632","71,08%",18/12/2007
12172,EPITÁCIO PESSOA,,"411,69","292,956","71,16%",17/12/2007
12172,EPITÁCIO PESSOA,,"411,69","293,279","71,24%",16/12/2007
12172,EPITÁCIO PESSOA,,"411,69","293,603","71,32%",15/12/2007
12172,EPITÁCIO PESSOA,,"411,69","294,25","71,47%",14/12/2007
12172,EPITÁCIO PESSOA,,"411,69","293,926","71,39%",13/12/2007
12172,EPITÁCIO PESSOA,,"411,69","294,25","71,47%",12/12/2007
12172,EPITÁCIO PESSOA,,"411,69","294,573","71,55%",11/12/2007
12172,EPITÁCIO PESSOA,,"411,69","294,897","71,63%",10/12/2007
12172,EPITÁCIO PESSOA,,"411,69","295,544","71,79%",09/12/2007
12172,EPITÁCIO PESSOA,,"411,69","295,868","71,87%",08/12/2007
12172,EPITÁCIO PESSOA,,"411,69","296,191","71,95%",07/12/2007
12172,EPITÁCIO PESSOA,,"411,69","296,515","72,02%",06/12/2007
12172,EPITÁCIO PESSOA,,"411,69","296,838","72,10%",05/12/2007
12172,EPITÁCIO PESSOA,,"411,69","297,162","72,18%",04/12/2007
12172,EPITÁCIO PESSOA,,"411,69","297,485","72,26%",03/12/2007
12172,EPITÁCIO PESSOA,,"411,69","298,132","72,42%",02/12/2007
12172,EPITÁCIO PESSOA,,"411,69","298,456","72,50%",01/12/2007
12172,EPITÁCIO PESSOA,"374,7","411,69","298,7795055","72,57%",30/11/2007
12172,EPITÁCIO PESSOA,,"411,69","299,103","72,65%",29/11/2007
12172,EPITÁCIO PESSOA,,"411,69","299,427","72,73%",28/11/2007
12172,EPITÁCIO PESSOA,,"411,69","299,75","72,81%",27/11/2007
12172,EPITÁCIO PESSOA,,"411,69","300,074","72,89%",26/11/2007
12172,EPITÁCIO PESSOA,,"411,69","300,397","72,97%",25/11/2007
12172,EPITÁCIO PESSOA,,"411,69","300,721","73,05%",24/11/2007
12172,EPITÁCIO PESSOA,,"411,69","301,044","73,12%",23/11/2007
12172,EPITÁCIO PESSOA,,"411,69","301,691","73,28%",22/11/2007
12172,EPITÁCIO PESSOA,,"411,69","302,015","73,36%",21/11/2007
12172,EPITÁCIO PESSOA,,"411,69","302,339","73,44%",20/11/2007
12172,EPITÁCIO PESSOA,,"411,69","302,662","73,52%",19/11/2007
12172,EPITÁCIO PESSOA,,"411,69","302,986","73,60%",18/11/2007
12172,EPITÁCIO PESSOA,,"411,69","303,309","73,67%",17/11/2007
12172,EPITÁCIO PESSOA,,"411,69","303,633","73,75%",16/11/2007
12172,EPITÁCIO PESSOA,,"411,69","303,956","73,83%",15/11/2007
12172,EPITÁCIO PESSOA,,"411,69","304,603","73,99%",14/11/2007
12172,EPITÁCIO PESSOA,,"411,69","304,927","74,07%",13/11/2007
12172,EPITÁCIO PESSOA,,"411,69","305,251","74,15%",12/11/2007
12172,EPITÁCIO PESSOA,,"411,69","305,574","74,22%",11/11/2007
12172,EPITÁCIO PESSOA,,"411,69","306,221","74,38%",10/11/2007
12172,EPITÁCIO PESSOA,,"411,69","306,545","74,46%",09/11/2007
12172,EPITÁCIO PESSOA,,"411,69","306,868","74,54%",08/11/2007
12172,EPITÁCIO PESSOA,,"411,69","307,192","74,62%",07/11/2007
12172,EPITÁCIO PESSOA,,"411,69","307,515","74,70%",06/11/2007
12172,EPITÁCIO PESSOA,,"411,69","307,839","74,77%",05/11/2007
12172,EPITÁCIO PESSOA,,"411,69","308,486","74,93%",04/11/2007
12172,EPITÁCIO PESSOA,,"411,69","308,826","75,01%",03/11/2007
12172,EPITÁCIO PESSOA,,"411,69","309,166","75,10%",02/11/2007
12172,EPITÁCIO PESSOA,,"411,69","309,506","75,18%",01/11/2007
12172,EPITÁCIO PESSOA,"375,04","411,69","309,8464416","75,26%",31/10/2007
12172,EPITÁCIO PESSOA,,"411,69","310,187","75,34%",30/10/2007
12172,EPITÁCIO PESSOA,,"411,69","310,527","75,43%",29/10/2007
12172,EPITÁCIO PESSOA,,"411,69","310,867","75,51%",28/10/2007
12172,EPITÁCIO PESSOA,,"411,69","311,207","75,59%",27/10/2007
12172,EPITÁCIO PESSOA,,"411,69","311,547","75,68%",26/10/2007
12172,EPITÁCIO PESSOA,,"411,69","311,887","75,76%",25/10/2007
12172,EPITÁCIO PESSOA,,"411,69","312,567","75,92%",24/10/2007
12172,EPITÁCIO PESSOA,,"411,69","312,907","76,01%",23/10/2007
12172,EPITÁCIO PESSOA,,"411,69","313,247","76,09%",22/10/2007
12172,EPITÁCIO PESSOA,,"411,69","313,587","76,17%",21/10/2007
12172,EPITÁCIO PESSOA,,"411,69","313,928","76,25%",20/10/2007
12172,EPITÁCIO PESSOA,,"411,69","314,268","76,34%",19/10/2007
12172,EPITÁCIO PESSOA,,"411,69","314,608","76,42%",18/10/2007
12172,EPITÁCIO PESSOA,,"411,69","314,948","76,50%",17/10/2007
12172,EPITÁCIO PESSOA,,"411,69","315,288","76,58%",16/10/2007
12172,EPITÁCIO PESSOA,,"411,69","315,628","76,67%",15/10/2007
12172,EPITÁCIO PESSOA,,"411,69","315,968","76,75%",14/10/2007
12172,EPITÁCIO PESSOA,,"411,69","316,308","76,83%",13/10/2007
12172,EPITÁCIO PESSOA,,"411,69","316,648","76,91%",12/10/2007
12172,EPITÁCIO PESSOA,,"411,69","316,988","77,00%",11/10/2007
12172,EPITÁCIO PESSOA,,"411,69","317,329","77,08%",10/10/2007
12172,EPITÁCIO PESSOA,,"411,69","317,329","77,08%",09/10/2007
12172,EPITÁCIO PESSOA,,"411,69","318,009","77,24%",08/10/2007
12172,EPITÁCIO PESSOA,,"411,69","318,349","77,33%",07/10/2007
12172,EPITÁCIO PESSOA,,"411,69","318,689","77,41%",06/10/2007
12172,EPITÁCIO PESSOA,,"411,69","319,029","77,49%",05/10/2007
12172,EPITÁCIO PESSOA,,"411,69","318,689","77,41%",04/10/2007
12172,EPITÁCIO PESSOA,,"411,69","319,369","77,58%",03/10/2007
12172,EPITÁCIO PESSOA,,"411,69","320,049","77,74%",02/10/2007
12172,EPITÁCIO PESSOA,,"411,69","320,389","77,82%",01/10/2007
12172,EPITÁCIO PESSOA,"375,36","411,69","320,7294628","77,91%",30/09/2007
12172,EPITÁCIO PESSOA,,"411,69","321,07","77,99%",29/09/2007
12172,EPITÁCIO PESSOA,,"411,69","321,41","78,07%",28/09/2007
12172,EPITÁCIO PESSOA,,"411,69","321,75","78,15%",27/09/2007
12172,EPITÁCIO PESSOA,,"411,69","322,09","78,24%",26/09/2007
12172,EPITÁCIO PESSOA,,"411,69","322,43","78,32%",25/09/2007
12172,EPITÁCIO PESSOA,,"411,69","322,77","78,40%",24/09/2007
12172,EPITÁCIO PESSOA,,"411,69","323,11","78,48%",23/09/2007
12172,EPITÁCIO PESSOA,,"411,69","323,45","78,57%",22/09/2007
12172,EPITÁCIO PESSOA,,"411,69","323,45","78,57%",21/09/2007
12172,EPITÁCIO PESSOA,,"411,69","324,13","78,73%",20/09/2007
12172,EPITÁCIO PESSOA,,"411,69","324,13","78,73%",19/09/2007
12172,EPITÁCIO PESSOA,,"411,69","324,471","78,81%",18/09/2007
12172,EPITÁCIO PESSOA,,"411,69","324,811","78,90%",17/09/2007
12172,EPITÁCIO PESSOA,,"411,69","325,151","78,98%",16/09/2007
12172,EPITÁCIO PESSOA,,"411,69","325,151","78,98%",15/09/2007
12172,EPITÁCIO PESSOA,,"411,69","325,491","79,06%",14/09/2007
12172,EPITÁCIO PESSOA,,"411,69","325,831","79,14%",13/09/2007
12172,EPITÁCIO PESSOA,,"411,69","326,171","79,23%",12/09/2007
12172,EPITÁCIO PESSOA,,"411,69","326,171","79,23%",11/09/2007
12172,EPITÁCIO PESSOA,,"411,69","326,511","79,31%",10/09/2007
12172,EPITÁCIO PESSOA,,"411,69","326,851","79,39%",09/09/2007
12172,EPITÁCIO PESSOA,,"411,69","326,851","79,39%",08/09/2007
12172,EPITÁCIO PESSOA,,"411,69","327,191","79,48%",07/09/2007
12172,EPITÁCIO PESSOA,,"411,69","327,531","79,56%",06/09/2007
12172,EPITÁCIO PESSOA,,"411,69","327,531","79,56%",05/09/2007
12172,EPITÁCIO PESSOA,,"411,69","327,871","79,64%",04/09/2007
12172,EPITÁCIO PESSOA,,"411,69","328,212","79,72%",03/09/2007
12172,EPITÁCIO PESSOA,,"411,69","328,552","79,81%",02/09/2007
12172,EPITÁCIO PESSOA,,"411,69","328,892","79,89%",01/09/2007
12172,EPITÁCIO PESSOA,"375,6","411,69","328,8917286","79,89%",31/08/2007
12172,EPITÁCIO PESSOA,,"411,69","329,232","79,97%",30/08/2007
12172,EPITÁCIO PESSOA,,"411,69","329,912","80,14%",29/08/2007
12172,EPITÁCIO PESSOA,,"411,69","329,912","80,14%",28/08/2007
12172,EPITÁCIO PESSOA,,"411,69","330,252","80,22%",27/08/2007
12172,EPITÁCIO PESSOA,,"411,69","330,592","80,30%",26/08/2007
12172,EPITÁCIO PESSOA,,"411,69","330,932","80,38%",25/08/2007
12172,EPITÁCIO PESSOA,,"411,69","331,272","80,47%",24/08/2007
12172,EPITÁCIO PESSOA,,"411,69","331,612","80,55%",23/08/2007
12172,EPITÁCIO PESSOA,,"411,69","331,612","80,55%",22/08/2007
12172,EPITÁCIO PESSOA,,"411,69","331,953","80,63%",21/08/2007
12172,EPITÁCIO PESSOA,,"411,69","332,293","80,71%",20/08/2007
12172,EPITÁCIO PESSOA,,"411,69","332,293","80,71%",19/08/2007
12172,EPITÁCIO PESSOA,,"411,69","332,633","80,80%",18/08/2007
12172,EPITÁCIO PESSOA,,"411,69","332,973","80,88%",17/08/2007
12172,EPITÁCIO PESSOA,,"411,69","333,313","80,96%",16/08/2007
12172,EPITÁCIO PESSOA,,"411,69","333,653","81,04%",15/08/2007
12172,EPITÁCIO PESSOA,,"411,69","333,653","81,04%",14/08/2007
12172,EPITÁCIO PESSOA,,"411,69","333,653","81,04%",13/08/2007
12172,EPITÁCIO PESSOA,,"411,69","333,993","81,13%",12/08/2007
12172,EPITÁCIO PESSOA,,"411,69","334,333","81,21%",11/08/2007
12172,EPITÁCIO PESSOA,,"411,69","334,673","81,29%",10/08/2007
12172,EPITÁCIO PESSOA,,"411,69","335,013","81,38%",09/08/2007
12172,EPITÁCIO PESSOA,,"411,69","335,013","81,38%",08/08/2007
12172,EPITÁCIO PESSOA,,"411,69","335,354","81,46%",07/08/2007
12172,EPITÁCIO PESSOA,,"411,69","335,354","81,46%",06/08/2007
12172,EPITÁCIO PESSOA,,"411,69","335,694","81,54%",05/08/2007
12172,EPITÁCIO PESSOA,,"411,69","335,694","81,54%",04/08/2007
12172,EPITÁCIO PESSOA,,"411,69","335,694","81,54%",03/08/2007
12172,EPITÁCIO PESSOA,,"411,69","335,694","81,54%",02/08/2007
12172,EPITÁCIO PESSOA,,"411,69","336,034","81,62%",01/08/2007
12172,EPITÁCIO PESSOA,"375,82","411,69","336,3738056","81,71%",31/07/2007
12172,EPITÁCIO PESSOA,,"411,69","336,714","81,79%",30/07/2007
12172,EPITÁCIO PESSOA,,"411,69","337,054","81,87%",29/07/2007
12172,EPITÁCIO PESSOA,,"411,69","337,394","81,95%",28/07/2007
12172,EPITÁCIO PESSOA,,"411,69","337,394","81,95%",27/07/2007
12172,EPITÁCIO PESSOA,,"411,69","337,734","82,04%",26/07/2007
12172,EPITÁCIO PESSOA,,"411,69","338,074","82,12%",25/07/2007
12172,EPITÁCIO PESSOA,,"411,69","338,074","82,12%",24/07/2007
12172,EPITÁCIO PESSOA,,"411,69","338,414","82,20%",23/07/2007
12172,EPITÁCIO PESSOA,,"411,69","338,754","82,28%",22/07/2007
12172,EPITÁCIO PESSOA,,"411,69","338,754","82,28%",21/07/2007
12172,EPITÁCIO PESSOA,,"411,69","338,754","82,28%",20/07/2007
12172,EPITÁCIO PESSOA,,"411,69","339,095","82,37%",19/07/2007
12172,EPITÁCIO PESSOA,,"411,69","339,095","82,37%",18/07/2007
12172,EPITÁCIO PESSOA,,"411,69","339,435","82,45%",17/07/2007
12172,EPITÁCIO PESSOA,,"411,69","339,775","82,53%",16/07/2007
12172,EPITÁCIO PESSOA,,"411,69","340,115","82,61%",15/07/2007
12172,EPITÁCIO PESSOA,,"411,69","340,115","82,61%",14/07/2007
12172,EPITÁCIO PESSOA,,"411,69","340,455","82,70%",13/07/2007
12172,EPITÁCIO PESSOA,,"411,69","340,455","82,70%",12/07/2007
12172,EPITÁCIO PESSOA,,"411,69","340,795","82,78%",11/07/2007
12172,EPITÁCIO PESSOA,,"411,69","341,135","82,86%",10/07/2007
12172,EPITÁCIO PESSOA,,"411,69","341,135","82,86%",09/07/2007
12172,EPITÁCIO PESSOA,,"411,69","341,475","82,94%",08/07/2007
12172,EPITÁCIO PESSOA,,"411,69","341,815","83,03%",07/07/2007
12172,EPITÁCIO PESSOA,,"411,69","342,496","83,19%",06/07/2007
12172,EPITÁCIO PESSOA,,"411,69","342,849","83,28%",05/07/2007
12172,EPITÁCIO PESSOA,,"411,69","343,203","83,36%",04/07/2007
12172,EPITÁCIO PESSOA,,"411,69","343,556","83,45%",03/07/2007
12172,EPITÁCIO PESSOA,,"411,69","343,556","83,45%",02/07/2007
12172,EPITÁCIO PESSOA,,"411,69","343,91","83,54%",01/07/2007
12172,EPITÁCIO PESSOA,"376,04","411,69","343,9095302","83,54%",30/06/2007
12172,EPITÁCIO PESSOA,,"411,69","344,263","83,62%",29/06/2007
12172,EPITÁCIO PESSOA,,"411,69","344,263","83,62%",28/06/2007
12172,EPITÁCIO PESSOA,,"411,69","344,263","83,62%",27/06/2007
12172,EPITÁCIO PESSOA,,"411,69","343,91","83,54%",26/06/2007
12172,EPITÁCIO PESSOA,,"411,69","344,263","83,62%",25/06/2007
12172,EPITÁCIO PESSOA,,"411,69","344,617","83,71%",24/06/2007
12172,EPITÁCIO PESSOA,,"411,69","344,97","83,79%",23/06/2007
12172,EPITÁCIO PESSOA,,"411,69","344,97","83,79%",22/06/2007
12172,EPITÁCIO PESSOA,,"411,69","345,324","83,88%",21/06/2007
12172,EPITÁCIO PESSOA,,"411,69","345,677","83,97%",20/06/2007
12172,EPITÁCIO PESSOA,,"411,69","345,677","83,97%",19/06/2007
12172,EPITÁCIO PESSOA,,"411,69","346,031","84,05%",18/06/2007
12172,EPITÁCIO PESSOA,,"411,69","346,031","84,05%",17/06/2007
12172,EPITÁCIO PESSOA,,"411,69","346,031","84,05%",16/06/2007
12172,EPITÁCIO PESSOA,,"411,69","346,384","84,14%",15/06/2007
12172,EPITÁCIO PESSOA,,"411,69","346,738","84,22%",14/06/2007
12172,EPITÁCIO PESSOA,,"411,69","346,738","84,22%",13/06/2007
12172,EPITÁCIO PESSOA,,"411,69","346,738","84,22%",12/06/2007
12172,EPITÁCIO PESSOA,,"411,69","347,091","84,31%",11/06/2007
12172,EPITÁCIO PESSOA,,"411,69","347,445","84,39%",10/06/2007
12172,EPITÁCIO PESSOA,,"411,69","347,798","84,48%",09/06/2007
12172,EPITÁCIO PESSOA,,"411,69","348,152","84,57%",08/06/2007
12172,EPITÁCIO PESSOA,,"411,69","348,505","84,65%",07/06/2007
12172,EPITÁCIO PESSOA,,"411,69","348,859","84,74%",06/06/2007
12172,EPITÁCIO PESSOA,,"411,69","348,859","84,74%",05/06/2007
12172,EPITÁCIO PESSOA,,"411,69","349,566","84,91%",04/06/2007
12172,EPITÁCIO PESSOA,,"411,69","349,566","84,91%",03/06/2007
12172,EPITÁCIO PESSOA,,"411,69","349,566","84,91%",02/06/2007
12172,EPITÁCIO PESSOA,,"411,69","349,919","85,00%",01/06/2007
12172,EPITÁCIO PESSOA,"376,22","411,69","350,2726434","85,08%",31/05/2007
12172,EPITÁCIO PESSOA,,"411,69","350,626","85,17%",30/05/2007
12172,EPITÁCIO PESSOA,,"411,69","350,626","85,17%",29/05/2007
12172,EPITÁCIO PESSOA,,"411,69","350,98","85,25%",28/05/2007
12172,EPITÁCIO PESSOA,,"411,69","350,98","85,25%",27/05/2007
12172,EPITÁCIO PESSOA,,"411,69","350,98","85,25%",26/05/2007
12172,EPITÁCIO PESSOA,,"411,69","351,333","85,34%",25/05/2007
12172,EPITÁCIO PESSOA,,"411,69","351,333","85,34%",24/05/2007
12172,EPITÁCIO PESSOA,,"411,69","351,687","85,43%",23/05/2007
12172,EPITÁCIO PESSOA,,"411,69","352,04","85,51%",22/05/2007
12172,EPITÁCIO PESSOA,,"411,69","352,394","85,60%",21/05/2007
12172,EPITÁCIO PESSOA,,"411,69","352,394","85,60%",20/05/2007
12172,EPITÁCIO PESSOA,,"411,69","352,747","85,68%",19/05/2007
12172,EPITÁCIO PESSOA,,"411,69","353,101","85,77%",18/05/2007
12172,EPITÁCIO PESSOA,,"411,69","353,454","85,85%",17/05/2007
12172,EPITÁCIO PESSOA,,"411,69","353,454","85,85%",16/05/2007
12172,EPITÁCIO PESSOA,,"411,69","353,808","85,94%",15/05/2007
12172,EPITÁCIO PESSOA,,"411,69","354,161","86,03%",14/05/2007
12172,EPITÁCIO PESSOA,,"411,69","354,515","86,11%",13/05/2007
12172,EPITÁCIO PESSOA,,"411,69","354,868","86,20%",12/05/2007
12172,EPITÁCIO PESSOA,,"411,69","355,222","86,28%",11/05/2007
12172,EPITÁCIO PESSOA,,"411,69","355,575","86,37%",10/05/2007
12172,EPITÁCIO PESSOA,,"411,69","355,929","86,46%",09/05/2007
12172,EPITÁCIO PESSOA,,"411,69","356,282","86,54%",08/05/2007
12172,EPITÁCIO PESSOA,,"411,69","356,282","86,54%",07/05/2007
12172,EPITÁCIO PESSOA,,"411,69","356,636","86,63%",06/05/2007
12172,EPITÁCIO PESSOA,,"411,69","356,636","86,63%",05/05/2007
12172,EPITÁCIO PESSOA,,"411,69","356,989","86,71%",04/05/2007
12172,EPITÁCIO PESSOA,,"411,69","357,343","86,80%",03/05/2007
12172,EPITÁCIO PESSOA,,"411,69","358,403","87,06%",02/05/2007
12172,EPITÁCIO PESSOA,,"411,69","358,403","87,06%",01/05/2007
12172,EPITÁCIO PESSOA,"376,45","411,69","358,4032881","87,06%",30/04/2007
12172,EPITÁCIO PESSOA,,"411,69","358,403","87,06%",29/04/2007
12172,EPITÁCIO PESSOA,,"411,69","358,05","86,97%",28/04/2007
12172,EPITÁCIO PESSOA,,"411,69","358,05","86,97%",27/04/2007
12172,EPITÁCIO PESSOA,,"411,69","358,403","87,06%",26/04/2007
12172,EPITÁCIO PESSOA,,"411,69","358,05","86,97%",25/04/2007
12172,EPITÁCIO PESSOA,,"411,69","358,403","87,06%",24/04/2007
12172,EPITÁCIO PESSOA,,"411,69","358,757","87,14%",23/04/2007
12172,EPITÁCIO PESSOA,,"411,69","358,757","87,14%",22/04/2007
12172,EPITÁCIO PESSOA,,"411,69","358,757","87,14%",21/04/2007
12172,EPITÁCIO PESSOA,,"411,69","358,757","87,14%",20/04/2007
12172,EPITÁCIO PESSOA,,"411,69","358,403","87,06%",19/04/2007
12172,EPITÁCIO PESSOA,,"411,69","358,757","87,14%",18/04/2007
12172,EPITÁCIO PESSOA,,"411,69","359,11","87,23%",17/04/2007
12172,EPITÁCIO PESSOA,,"411,69","359,464","87,31%",16/04/2007
12172,EPITÁCIO PESSOA,,"411,69","359,817","87,40%",15/04/2007
12172,EPITÁCIO PESSOA,,"411,69","360,171","87,49%",14/04/2007
12172,EPITÁCIO PESSOA,,"411,69","360,524","87,57%",13/04/2007
12172,EPITÁCIO PESSOA,,"411,69","360,878","87,66%",12/04/2007
12172,EPITÁCIO PESSOA,,"411,69","361,585","87,83%",11/04/2007
12172,EPITÁCIO PESSOA,,"411,69","361,938","87,92%",10/04/2007
12172,EPITÁCIO PESSOA,,"411,69","362,292","88,00%",09/04/2007
12172,EPITÁCIO PESSOA,,"411,69","362,645","88,09%",08/04/2007
12172,EPITÁCIO PESSOA,,"411,69","362,999","88,17%",07/04/2007
12172,EPITÁCIO PESSOA,,"411,69","363,352","88,26%",06/04/2007
12172,EPITÁCIO PESSOA,,"411,69","363,706","88,34%",05/04/2007
12172,EPITÁCIO PESSOA,,"411,69","364,059","88,43%",04/04/2007
12172,EPITÁCIO PESSOA,,"411,69","364,413","88,52%",03/04/2007
12172,EPITÁCIO PESSOA,,"411,69","364,766","88,60%",02/04/2007
12172,EPITÁCIO PESSOA,,"411,69","365,12","88,69%",01/04/2007
12172,EPITÁCIO PESSOA,"376,65","411,69","365,4734139","88,77%",31/03/2007
12172,EPITÁCIO PESSOA,,"411,69","365,827","88,86%",30/03/2007
12172,EPITÁCIO PESSOA,,"411,69","366,18","88,95%",29/03/2007
12172,EPITÁCIO PESSOA,,"411,69","366,534","89,03%",28/03/2007
12172,EPITÁCIO PESSOA,,"411,69","366,534","89,03%",27/03/2007
12172,EPITÁCIO PESSOA,,"411,69","366,887","89,12%",26/03/2007
12172,EPITÁCIO PESSOA,,"411,69","367,241","89,20%",25/03/2007
12172,EPITÁCIO PESSOA,,"411,69","367,594","89,29%",24/03/2007
12172,EPITÁCIO PESSOA,,"411,69","367,948","89,38%",23/03/2007
12172,EPITÁCIO PESSOA,,"411,69","367,948","89,38%",22/03/2007
12172,EPITÁCIO PESSOA,,"411,69","368,301","89,46%",21/03/2007
12172,EPITÁCIO PESSOA,,"411,69","368,655","89,55%",20/03/2007
12172,EPITÁCIO PESSOA,,"411,69","368,655","89,55%",19/03/2007
12172,EPITÁCIO PESSOA,,"411,69","368,655","89,55%",18/03/2007
12172,EPITÁCIO PESSOA,,"411,69","368,655","89,55%",17/03/2007
12172,EPITÁCIO PESSOA,,"411,69","368,655","89,55%",16/03/2007
12172,EPITÁCIO PESSOA,,"411,69","369,008","89,63%",15/03/2007
12172,EPITÁCIO PESSOA,,"411,69","369,008","89,63%",14/03/2007
12172,EPITÁCIO PESSOA,,"411,69","369,008","89,63%",13/03/2007
12172,EPITÁCIO PESSOA,,"411,69","369,008","89,63%",12/03/2007
12172,EPITÁCIO PESSOA,,"411,69","369,008","89,63%",11/03/2007
12172,EPITÁCIO PESSOA,,"411,69","369,008","89,63%",10/03/2007
12172,EPITÁCIO PESSOA,,"411,69","369,008","89,63%",09/03/2007
12172,EPITÁCIO PESSOA,,"411,69","369,362","89,72%",08/03/2007
12172,EPITÁCIO PESSOA,,"411,69","369,715","89,80%",07/03/2007
12172,EPITÁCIO PESSOA,,"411,69","369,715","89,80%",06/03/2007
12172,EPITÁCIO PESSOA,,"411,69","369,715","89,80%",05/03/2007
12172,EPITÁCIO PESSOA,,"411,69","369,362","89,72%",04/03/2007
12172,EPITÁCIO PESSOA,,"411,69","369,362","89,72%",03/03/2007
12172,EPITÁCIO PESSOA,,"411,69","369,362","89,72%",02/03/2007
12172,EPITÁCIO PESSOA,,"411,69","368,655","89,55%",01/03/2007
12172,EPITÁCIO PESSOA,"376,7","411,69","367,2409453","89,20%",28/02/2007
